Flood_ID,DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update,Start Date,End Date,Duration
50,2025-0663-JPN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,JPN,Japan,Eastern Asia,Asia,"Kagoshima, Toyama, Akita, Ishikawa, Kumamoto, Fukuoaka prefectures",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,5.0,8.0,2091.0,9.0,2108.0,,,,,100000.0,,,,,2025-08-08,2025-08-20,2025-08-06,2025-08-08,2
51,2025-0653-MMR,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,MMR,Myanmar,South-eastern Asia,Asia,Laiza,Heavy rain,,No,No,No,,,Km2,,,,6.0,,,580.0,580.0,,,,,,,,,,2025-08-06,2025-08-08,2025-08-04,2025-08-06,2
52,2025-0647-GNQ,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2025-000145,,GNQ,Equatorial Guinea,Sub-Saharan Africa,Africa,Malabo (Bioko Norte province) and Luba (Bioko Sur province),Heavy rain,,No,No,No,,,Km2,,,,,,23155.0,,23155.0,,,,,,,,,,2025-08-05,2025-09-01,2025-08-02,2025-08-05,3
53,2025-0642-TWN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TWN,Taiwan (Province of China),Eastern Asia,Asia,,Torrential rain due to Co-may typhoon,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,7.0,77.0,5900.0,,5977.0,,,,,,,,,,2025-08-04,2025-08-08,2025-07-28,2025-08-04,7
54,2025-0632-ROU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ROU,Romania,Eastern Europe,Europe,"Suceava, Neamt counties",Heavy rain,,No,No,No,,,Km2,,,,3.0,,2500.0,,2500.0,,,,,,,,,,2025-07-30,2025-07-31,2025-07-28,2025-07-28,0
55,2025-0626-NGA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,NGA,Nigeria,Sub-Saharan Africa,Africa,Yola (Adamawa State),Heavy rain,,No,No,No,,,Km2,,,,36.0,20.0,5560.0,,5580.0,,,,,,,,,,2025-07-30,2025-07-31,2025-07-27,2025-07-27,0
56,2025-0623-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Yanqing, Beijing, Hebei province, Shanxi province, Shandong province.",Heavy rain,,No,No,No,,,Km2,,,,91.0,,300000.0,,300000.0,,,500000.0,,5800000.0,,,,,2025-07-30,2026-01-13,2025-07-23,2025-07-29,6
57,2025-0480-HKG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,Flood,No,No,No,,,Km2,,,,,,,,,,,,,,,,,,2025-07-22,2025-07-22,2025-07-20,2025-07-20,0
58,2025-0589-LAO,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2025-000126,,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,"Vientiane, Bolikhamxay, Luang Prabang, Xayaboury, Xieng Khouang, Huaphan, Xaysomboun, Khammouane, and Bokeo",Heavy and prolonged rainfall,,No,No,No,,,Km2,,,,13.0,,172010.0,,172010.0,,,,,13060.0,,,,,2025-07-18,2025-08-29,2025-07-16,2025-08-04,19
59,2025-0573-KOR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,KOR,Republic of Korea,Eastern Asia,Asia,"South Chungcheong , Naju, Gwangju, Seoul, Honseong, and Gyeonggi Provinces",Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,28.0,,14575.0,,14575.0,,,,,740000.0,,,,,2025-07-18,2026-02-04,2025-07-16,2025-07-21,5
60,2025-0587-MEX,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MEX,Mexico,Latin America and the Caribbean,Americas,La Martinica (Jalisco State),Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,1.0,12.0,432.0,,444.0,,,,,,,,,,2025-07-18,2025-07-18,2025-07-15,2025-07-15,0
61,2025-0562-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,USA,United States of America,Northern America,Americas,"New York; Middlesex, Union, and Somerset (New Jersey); Washington DC, Petersburg (Virginia); Maryland, for Lancaster County (Pennsylvania)",Heavy rains,Lightening,No,No,Yes,,,Km2,,,,2.0,,,,,,,,,,,,,,2025-07-15,2025-07-18,2025-07-11,2025-07-15,4
62,2025-0498-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,USA,United States of America,Northern America,Americas,Ruidoso (New Mexico),Torrential rain,,No,No,Yes,,,Km2,,,Rio Ruidoso river,7.0,3.0,600.0,,603.0,,,,,80000.0,,,,,2025-07-09,2026-01-27,2025-07-08,2025-07-08,0
63,2025-0502-BGD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BGD,Bangladesh,Southern Asia,Asia,"Feni, Cumilla, Banderban, Lakshmipur and Barishal",Monsoonal rain,,No,No,No,,,Km2,,,,,,15350.0,,15350.0,,,,,,,,,,2025-07-10,2025-07-14,2025-07-07,2025-07-10,3
64,2025-0509-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Bogor, West Java and East Jakarta",Heavy rainfall and overflow of rivers,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,4.0,3.0,1362.0,,1365.0,,,,,,,,,,2025-07-11,2026-02-04,2025-07-05,2025-07-06,1
65,2025-0467-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,USA,United States of America,Northern America,Americas,Kerr county (Texas),Remnants from Tropical Storm Barry.,,No,No,Yes,,,Km2,,,Guadalupe,138.0,,850.0,,850.0,,,,,1100000.0,,,,,2025-07-07,2026-01-27,2025-07-04,2025-07-07,3
66,2025-0517-AFG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AFG,Afghanistan,Southern Asia,Asia,Maidan Wardak and Logar provinces,Heavy rains,,No,No,No,,,Km2,,,,4.0,4.0,2000.0,,2004.0,,,,,,,,,,2025-07-11,2026-02-04,2025-06-30,2025-07-04,4
67,2025-0416-PAK,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2025-000100|GLIDE:FL-2025-000139,,PAK,Pakistan,Southern Asia,Asia,"Khyber Pakhtunkhwa, Punjab, Azad Jammu and Kashmir, Sindh, and Balochistan",Monsoonal rain,,No,No,No,,,Km2,,,Swat river,1037.0,1067.0,6900000.0,,6901067.0,,,,,3000000.0,,,,,2025-06-30,2025-12-05,2025-06-26,2025-09-11,77
68,2025-0469-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Himachal Pradesh, Uttarakhand",Monsoonal rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,140.0,74.0,80000.0,,80074.0,,,,,,,,,,2025-07-07,2025-07-16,2025-06-20,2025-07-07,17
69,2025-0437-COD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"Ngaliema, Masina, Lemba, Matete communes (Kinshasa)",Torrential rain,,No,No,No,,,Km2,,,,30.0,44.0,75380.0,5155.0,80579.0,,,,,,,,,,2025-07-02,2025-07-16,2025-06-14,2025-06-16,2
70,2025-0443-ZAF,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ZAF,South Africa,Sub-Saharan Africa,Africa,Eastern Cape and KwaZulu-Natal provinces,Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,88.0,,1000.0,,1000.0,,,,,,,,,,2025-07-02,2025-07-14,2025-06-09,2025-06-20,11
71,2025-0434-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,USA,United States of America,Northern America,Americas,San Antonio (Texas),Heavy rain,,No,No,No,,,Km2,,,,7.0,4.0,70.0,,74.0,,,,,1250000.0,,,,,2025-07-02,2026-01-27,2025-06-08,2025-06-14,6
72,2025-0482-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Lai Châu, Hà Giang, and Lào Cai",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,3.0,,690.0,,690.0,,,,,,,,,,2025-07-08,2025-07-14,2025-06-07,2025-06-11,4
73,2025-0480-PHL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PHL,Philippines,South-eastern Asia,Asia,Zamboanga Peninsula region (Mindanao) and Luzon islands,Heavy rain,,No,No,No,,,Km2,,,,,,192.0,,192.0,,,,,,,,,,2025-07-08,2025-07-14,2025-06-07,2025-06-09,2
74,2025-0402-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Assam, Arunachal Pradesh, Mizoram, Manipur, Sikkim, Meghalaya Nagaland, Tripura, Meghalaya states",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,50.0,,1441247.0,,1441247.0,,,,,,,,,,2025-06-02,2025-07-14,2025-05-31,2025-06-01,1
75,2025-0404-NGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NGA,Nigeria,Sub-Saharan Africa,Africa,Mokwa city (Niger state),Heavy rain,,No,No,No,,,Km2,,,,207.0,121.0,3000.0,5000.0,8121.0,,,,,,,,,,2025-06-02,2025-07-16,2025-05-29,2025-06-02,4
76,2025-0395-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,THA,Thailand,South-eastern Asia,Asia,,Heavy rains,,No,No,No,,,Km2,,,,,,600.0,,600.0,,,,,,,,,,2025-05-26,2025-07-14,2025-05-24,2025-05-24,0
77,2025-0363-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Arfak Mountains Regency (West Papua),Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,20.0,4.0,,,4.0,,,,,,,,,,2025-05-19,2025-07-18,2025-05-16,2025-05-16,0
78,2025-0402-BGD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BGD,Bangladesh,Southern Asia,Asia,"Sylhet, Sunamganj, Moulvibazar, Netrokona, Khagrachari, Habiganj, Noakhali, Bhola, Bandarban, and Rangamati.",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,5.0,,,,,,,,,,,,,,2025-07-08,2025-07-14,2025-05-15,2025-06-01,17
79,2025-0373-TZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Kyela, Rungwe, and Ileje districts (Mbeya Region)",Heavy rains,,No,No,No,,,Km2,,,,26.0,,3150.0,,3150.0,,,,,,,,,,2025-05-16,2025-05-26,2025-05-14,2025-05-15,1
80,2025-0370-DZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2025-000068-DZA,,DZA,Algeria,Northern Africa,Africa,"Laghouat, Tiaret, Djelfa, M'Sila",Torrential rain,Lightening|Storm,No,No,No,,,Km2,,,,5.0,100.0,1250.0,,1350.0,,,,,,,,,,2025-05-16,2025-12-05,2025-05-14,2025-05-16,2
81,2025-0360-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,THA,Thailand,South-eastern Asia,Asia,"Nakhon Sawan, Phichit, Phitsanulok, Phetchabun, Kalasin, Amnat Charoen, Nakhon Ratchasima, and Sa Kaeo provinces",Heavy rains,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,1.0,,1244.0,,1244.0,,,,,,,,,,2025-05-14,2025-05-16,2025-05-14,2025-05-14,0
82,2025-0346-SOM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SOM,Somalia,Sub-Saharan Africa,Africa,"Kahda and Daynile districts; Mogadiscio (Banaadir region); Balcad and Jowhar in Hirshabelle State, and Gaalkacyo in Mudug region and Afgooye (South West State); Puntland State",Torrential rain,,No,No,No,,,Km2,,,,14.0,10.0,84000.0,,84010.0,,,,,,,,,,2025-05-12,2025-05-16,2025-05-09,2025-05-10,1
83,2025-0347-COD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Kasaba (South Kivu),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Kasaba river, Tanganyika lake",154.0,28.0,10000.0,,10028.0,,,,,,,,,,2025-05-12,2025-05-16,2025-05-08,2025-05-09,1
84,2025-0297-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Lampung Province (southern Sumatra),,,No,No,No,,,Km2,,,,3.0,,12000.0,,12000.0,,,,,,,,,,2025-04-28,2025-05-06,2025-04-28,2025-04-28,0
85,2025-0306-SOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2025-000055,,SOM,Somalia,Sub-Saharan Africa,Africa,"Puntland and South West States; Jowhar district, Middle Shabelle region",Heavy rains,,No,No,No,,,Km2,,,Shabelle and Juba rivers,4.0,,45000.0,,45000.0,,,,,,,,,,2025-04-28,2025-05-06,2025-04-15,2025-04-30,15
86,2025-0273-COD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Tanganyika Province,Heavy rains,,No,No,No,,,Km2,,,Rugumba River,2.0,15.0,8815.0,,8830.0,,,,,,,,,,2025-04-17,2025-07-16,2025-04-11,2025-04-11,0
87,2025-0245-COD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2025-000045,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Kinshasa capital city,,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Ndjili river,165.0,28.0,82696.0,,82724.0,,,,,,,,,,2025-04-14,2025-07-16,2025-04-04,2025-04-11,7
88,2025-0265-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,,,380.0,,380.0,,,,,,,,,,2025-04-15,2025-04-17,2025-04-03,2025-04-05,2
89,2025-0255-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Sulawesi, north Sumatra, north Maluku and east Java,",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,10.0,,6665.0,,6665.0,,,,,,,,,,2025-04-14,2025-04-18,2025-04-01,2025-04-07,6
90,2025-0230-HRV,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,HRV,Croatia,Southern Europe,Europe,Dubrovnik city area,,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,,,,,,,,,,,,,,,2025-03-31,2025-04-04,2025-03-26,2025-03-31,5
91,2025-0230-BIH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BIH,Bosnia and Herzegovina,Southern Europe,Europe,Prijedor and Sanski (Slavonia region),Heavy rains,,No,No,No,,,Km2,,,"Bosna, Una, Sava, Sana, Ukrina rivers",,,3000.0,,3000.0,,,,,,,,,,2025-03-31,2025-04-04,2025-03-26,2025-03-31,5
92,2025-0194-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Johor Bahru, Kulai, Pontian, Kota Tinggi, Kluang, Batu Pahat, and Iskandar Puteri (Johor state); Sabah and Sarawak states",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,,,11071.0,,11071.0,,,,,,,,,,2025-03-20,2026-02-16,2025-03-20,2025-03-21,1
93,2025-0188-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Madiun regency (East Java); West Java,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,,,2000.0,,2000.0,,,,,,,,,,2025-03-18,2025-04-01,2025-03-15,2025-03-17,2
94,2025-0183-ITA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ITA,Italy,Southern Europe,Europe,"Florence, Prato, Pisa, and Livorno (Toscane); Emilia-Romagna",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,,,250.0,,250.0,,,,,,,,,,2025-03-17,2025-04-01,2025-03-14,2025-03-16,2
95,2025-0172-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Tenom, Beaufort, Membakut, and Soo (Sabah, northern Borneo Island)",,,No,No,No,,,Km2,,,,,,4555.0,,4555.0,,,,,,,,,,2025-03-12,2025-04-01,2025-03-08,2025-03-12,4
96,2025-0227-IRQ,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2025-000032,,IRQ,Iraq,Western Asia,Asia,"Anbar, Diyala, Erbil, Qadisiyah, Thi-Qar",Heavy rains,,No,No,No,,,Km2,,,,,,30000.0,,30000.0,,,,,,,,,,2025-03-28,2025-12-08,2025-03-07,2025-03-10,3
97,2025-0161-ARG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2025-000036,,ARG,Argentina,Latin America and the Caribbean,Americas,Bahia Blanca city area (Buenos Aires province),Heavy rains,,No,No,No,,,Km2,,,,125.0,800.0,235900.0,,236700.0,,,,,375000.0,,,,,2025-03-11,2026-01-28,2025-03-06,2025-03-10,4
98,2025-0150-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Bogor regency (West Java province); Sukabumi Regency (West Java) ; Banten, Jakarta, West Java, South Kalimantan, West Sumatra provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Ciliwung, Cikeas, Cilengsih and Kali Angke rivers",5.0,6.0,78000.0,,78006.0,,,,,,,,,,2025-03-04,2025-03-11,2025-03-02,2025-03-09,7
99,2025-0199-PER,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PER,Peru,Latin America and the Caribbean,Americas,"Amazonas, Áncash, Apurímac, Arequipa, Ayacucho, Cusco, Huancavelica, Huánuco, Ica, Junín, La Libertad, Lima, Moquegua, Pasco, Piura, Tacna, Tumbes, and Ucayali provinces",Heavy rains,,No,No,Yes,,,Km2,,,,,,7966.0,,7966.0,,,,,,,,,,2025-03-20,2025-04-01,2025-03-01,2025-03-06,5
100,2025-0253-NAM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NAM,Namibia,Sub-Saharan Africa,Africa,"Kunene, Omusati, Oshana, Ohangwena, and Zambezi regions",Heavy rains,,No,No,No,,,Km2,,,,16.0,,,,,,,,,,,,,,2025-04-14,2025-04-18,2025-03-01,2025-04-08,38
101,2025-0127-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AFG,Afghanistan,Southern Asia,Asia,Farah region; Pushtkoh district; Kandahar province; Helmand province,Heavy rains,,No,No,No,,,Km2,,,,39.0,44.0,,,44.0,,,,,,,,,,2025-02-26,2025-02-27,2025-02-24,2025-02-26,2
102,2025-0113-BWA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2025-000029,,BWA,Botswana,Sub-Saharan Africa,Africa,"Gaborone city area, Kgatleng, Ghanzi, Tlokweng (South-East), Francistown, Kweneng, and Boteti,",Heavy rains,,No,No,No,,,Km2,,,,9.0,,190343.0,,190343.0,,,,,,,,,,2025-02-21,2026-01-09,2025-02-19,2025-02-21,2
103,2025-0116-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,Pahang and Negeri Sembilan states,Heavy rains,,No,No,No,,,Km2,,,,,,251.0,,251.0,,,,,,,,,,2025-02-21,2025-02-28,2025-02-19,2025-02-20,1
104,2025-0115-PER,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PER,Peru,Latin America and the Caribbean,Americas,Tiquillaca district (Puno region),Heavy rains,,No,No,No,,,Km2,,,,,,150.0,,150.0,,,,,,,,,,2025-02-21,2025-02-28,2025-02-17,2025-02-21,4
105,2025-0128-MDG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MDG,Madagascar,Sub-Saharan Africa,Africa,Analamanga region,Heavy rains,,No,No,No,,,Km2,,,Sisaony and the Ikopa rivers,11.0,,,,,,,,,,,,,,2025-02-26,2025-07-16,2025-02-15,2025-02-28,13
106,2025-0109-MDG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MDG,Madagascar,Sub-Saharan Africa,Africa,Antananarivo city area,Heavy rains,,No,No,No,,,Km2,,,Sisaony River,,,3688.0,,3688.0,,,,,,,,,,2025-02-19,2025-02-28,2025-02-15,2025-02-16,1
107,2025-0088-PHL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PHL,Philippines,South-eastern Asia,Asia,"Mimaropa, Eastern Visayas, and Bicol regions","Heavy rains, Shear Line",,No,No,No,,,Km2,,,,7.0,,123000.0,,123000.0,,,,,,,,,,2025-02-14,2025-02-21,2025-02-07,2025-02-19,12
108,2025-0084-BOL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2025-000038,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Chuquisaca, La Paz, Tarija, Cochabamba, Santa Cruz and Potosí",Heavy rains,"Slide (land, mud, snow, rock)",No,Yes,Yes,,,Km2,,,,68.0,,3005000.0,,3005000.0,,,,,,,,,,2025-02-14,2025-12-17,2025-02-05,2025-02-13,8
109,2025-0062-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,Sabah and Sarawak states,Heavy rains,,No,No,No,,,Km2,,,,5.0,,12500.0,,12500.0,,,,,,,,,,2025-01-31,2025-02-13,2025-01-28,2025-01-30,2
110,2025-0053-BRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BRA,Brazil,Latin America and the Caribbean,Americas,Carapicuíba (São Paulo state),Heavy rain,Storm,No,No,No,,,Km2,,,,,,400.0,,400.0,,,,,,,,,,2025-01-29,2025-04-02,2025-01-24,2025-01-25,1
111,2024-0953-HTI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,HTI,Haiti,Latin America and the Caribbean,Americas,"Grand'Anse, Nippes and North-West departments",Heavy rains,,No,No,No,,,Km2,,,,14.0,15.0,1000.0,,1015.0,,,,,,,100.0,,"[{""gid_1"":""HTI.2_1"",""name_1"":""Grand'Anse""},{""gid_1"":""HTI.4_1"",""name_1"":""Nippes""},{""gid_1"":""HTI.6_1"",""name_1"":""Nord-Ouest""}]",2025-01-01,2026-01-19,2024-12-20,2024-12-28,8
112,2024-0903-LBY,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000223,,LBY,Libya,Northern Africa,Africa,"Tarhuna city, Bani Walid city, Bani Walid district, Gharyan city, Jabal al Gharbi district, Qasr Akhyar, Ain Zara",Heavy rain,,No,No,No,,,Km2,,,,5.0,,3335.0,,3335.0,,,,,,,100.0,,"[{""gid_1"":""LBY.15_1"",""name_1"":""Misratah""},{""gid_1"":""LBY.20_1"",""name_1"":""Tripoli""},{""gid_1"":""LBY.3_1"",""name_1"":""Al Jabal al Gharbi""},{""gid_1"":""LBY.8_1"",""name_1"":""Al Marqab""}]",2024-12-12,2026-01-19,2024-12-05,2024-12-09,4
113,2024-0898-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Sukabumi regency (West Java province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,12.0,,10160.0,,10160.0,,,,,,,100.0,,"[{""gid_2"":""IDN.9.24_1"",""name_2"":""Sukabumi""}]",2024-12-11,2026-01-19,2024-12-03,2024-12-10,7
114,2024-0892-KEN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,KEN,Kenya,Sub-Saharan Africa,Africa,,Heavy rains,,No,No,No,,,Km2,,,"Nzoia, Nyando, Yala, Miriu and Awach rivers",13.0,,3970.0,,3970.0,,,,,,,100.0,,,2024-12-06,2024-12-12,2024-12-01,2024-12-05,4
115,2024-0901-HTI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,HTI,Haiti,Latin America and the Caribbean,Americas,Grand-Anse department and the South department,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,16.0,25.0,155000.0,,155025.0,,,,,,,100.0,,"[{""gid_1"":""HTI.10_1"",""name_1"":""Sud""},{""gid_1"":""HTI.2_1"",""name_1"":""Grand'Anse""}]",2024-12-12,2026-01-19,2024-11-30,2024-12-04,4
116,2024-0902-MWI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MWI,Malawi,Sub-Saharan Africa,Africa,,Heavy rains,Lightening|Storm,No,No,No,,,Km2,,,,11.0,80.0,48748.0,,48828.0,,,,,,,100.0,,,2024-12-12,2024-12-19,2024-11-27,2024-12-06,9
117,2024-0961-GAB,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,GAB,Gabon,Sub-Saharan Africa,Africa,"Mouila (Ngounié Province), Port-Gentil (Ogooué-Maritime Province), Tchibanga (Nyanga Province) and Grand Libreville (Estuaire Province)",Heavy rains,,No,No,No,,,Km2,,,,,,13400.0,,13400.0,,,,,,,100.0,,"[{""gid_2"":""GAB.1.2_1"",""name_2"":""Komo-Mondah""},{""gid_2"":""GAB.4.3_1"",""name_2"":""Douya Onoye""},{""gid_2"":""GAB.5.4_1"",""name_2"":""Mougoutsi""},{""gid_2"":""GAB.8.1_1"",""name_2"":""Bendjé""}]",2025-01-14,2026-01-19,2024-11-25,2024-11-27,2
118,2024-0882-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000217,,THA,Thailand,South-eastern Asia,Asia,"Chumphon, Phatthalung, Ranong, Satun, Surat Thani, Nakhon Si Thammarat, Songkhla, Pattani, Narathiwat, and Yala provinces",Heavy rains,,No,No,No,,,Km2,,,,35.0,,737000.0,,737000.0,,,,,,,100.0,,,2024-11-28,2024-12-19,2024-11-25,2024-12-15,20
